Year,Annual Average CPI(-U),Annual Percent Change,index,title,genre,budget,revenue,release_date,runtime,director,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore,release_year,Poster_URL
2008,215.3,0.038,1662,The House Bunny,Romance,25000000,70442940,8/22/2008,97,Fred Wolf,8,3,11,55,24,17,31,5.8,2008,https://image.tmdb.org/t/p/w500/4oGGJ824vqIqDtyMvMuK44pDEmx.jpg
2014,236.7,0.016,1664,Million Dollar Arm,Drama,25000000,38307627,5/9/2014,124,Craig Gillespie,19,0,19,56,18,4,55,7.1,2014,https://image.tmdb.org/t/p/w500/nO5Hq7fJhxmhuycELyVX6FamOjl.jpg
2014,236.7,0.016,1665,The Giver,Drama,25000000,66980456,8/11/2014,94,Phillip Noyce,20,5,8,47,75,39,112,6.2,2014,https://image.tmdb.org/t/p/w500/dul62Av4pgi5x8LP7ELHzNyka9Z.jpg
2007,207.3,0.029,1667,Good Luck Chuck,Comedy,25000000,59192128,9/21/2007,101,Mark Helfrich,7,16,0,19,16,55,36,4.2,2007,https://image.tmdb.org/t/p/w500/b2VgUoXR9iAtAf8nA0mvdTr7cOt.jpg
2003,184,0.023,1668,Cradle 2 the Grave,Action,25000000,56489558,2/28/2003,101,Andrzej Bartkowiak,9,13,4,36,12,2,27,7.7,2003,https://image.tmdb.org/t/p/w500/8iXpVITXenqPG8gQ0lCFpUMtZIx.jpg
2002,179.9,0.016,1669,The Hours,Drama,25000000,41597830,12/27/2002,114,Stephen Daldry,5,0,35,80,12,8,165,8.7,2002,https://image.tmdb.org/t/p/w500/4myDtowDJQPQnkEDB1IWGtJR1Fo.jpg
2006,201.6,0.032,1670,She's the Man,Comedy,20000000,33889159,3/17/2006,105,Andy Fickman,13,6,9,45,27,19,56,6.4,2006,https://image.tmdb.org/t/p/w500/k1eLVbsBzr3MSnvtN32aXcD2sZ1.jpg
2004,188.9,0.027,1672,Anacondas: The Hunt for the Blood Orchid,Adventure,20000000,70992898,8/26/2004,97,Dwight H. Little,12,11,5,40,22,17,13,4.9,2004,https://image.tmdb.org/t/p/w500/gTlVy3wUApAanIAPdx3yz0YOROD.jpg
2007,207.3,0.029,1674,August Rush,Drama,25000000,66122026,11/21/2007,114,Kirsten Sheridan,10,13,4,38,33,30,156,7.5,2007,https://image.tmdb.org/t/p/w500/oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg
1998,163,0.016,1676,Bride of Chucky,Horror,25000000,50671850,10/16/1998,89,Ronny Yu,6,6,5,48,3,3,12,7.1,1998,https://image.tmdb.org/t/p/w500/yaIPNOcC7ZRuwH3maNwP9qzIo5G.jpg
2011,224.9,0.032,1679,The Sitter,Comedy,25000000,34942188,12/9/2011,81,David Gordon Green,11,14,4,39,40,22,93,7.1,2011,https://image.tmdb.org/t/p/w500/jlGzZ8McDp73PAaWMeYCHWeHiM4.jpg
1994,148.2,0.026,1680,The Shawshank Redemption,Drama,25000000,28341469,9/23/1994,142,Frank Darabont,2,0,18,80,24,100,1469,8.9,1994,https://image.tmdb.org/t/p/w500/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg
2014,236.7,0.016,1683,The Gambler,Thriller,25000000,39171130,12/25/2014,111,Rupert Wyatt,18,4,18,55,43,26,35,5.5,2014,https://image.tmdb.org/t/p/w500/hIgU3cxn7Y87joQGM3srofnXOm5.jpg
2013,233,0.015,1684,August: Osage County,Comedy,25000000,74188937,12/26/2013,121,John Wells,20,1,24,58,36,20,152,7.1,2013,https://image.tmdb.org/t/p/w500/fvjxr77dfxdIOY3lvj0bHP4B5xT.jpg
2005,195.3,0.034,1685,Ice Princess,Drama,25000000,27645491,3/17/2005,98,Tim Fywell,14,2,11,55,10,4,15,6.7,2005,https://image.tmdb.org/t/p/w500/oLWeyvu0ZJrpxDsRrzsMeaGzyZp.jpg
2005,195.3,0.034,1686,A Lot Like Love,Comedy,30000000,42886719,4/22/2005,107,Nigel Cole,11,9,11,48,7,6,35,7.1,2005,https://image.tmdb.org/t/p/w500/6xrF9zwEbYiYBOalMO14RAWBLLj.jpg
2016,240,0.013,1687,Eddie the Eagle,Comedy,23000000,46152800,2/26/2016,106,Dexter Fletcher,14,3,17,54,24,7,111,7.2,2016,https://image.tmdb.org/t/p/w500/r562gvTRVHnDSvG7MrKHEECSn1V.jpg
1998,163,0.016,1688,He Got Game,Drama,25000000,21567853,5/1/1998,136,Spike Lee,7,1,12,63,3,1,28,8.7,1998,https://image.tmdb.org/t/p/w500/kd8hRaysUQOz7AvSorZDJHuihcJ.jpg
2010,218.1,0.016,1690,Dear John,Drama,25000000,114977104,2/4/2010,115,Lasse Hallström,25,5,4,43,39,21,54,6.2,2010,https://image.tmdb.org/t/p/w500/2lAPv2jQ5eh54l4EttA9wjDljED.jpg
2010,218.1,0.016,1691,The Losers,Action,25000000,23580000,4/23/2010,97,Sylvain White,18,8,6,44,40,11,60,6.4,2010,https://image.tmdb.org/t/p/w500/e5oD3fuQpjZ8Po6WNW0VkUJmW52.jpg
2007,207.3,0.029,1693,War,Action,25000000,40452643,8/24/2007,103,Philip G. Atwell,7,5,3,36,26,14,133,8.4,2007,https://image.tmdb.org/t/p/w500/scFc8RD4sFxB2x0eIOaymphMnYh.jpg
2002,179.9,0.016,1694,Punch-Drunk Love,Comedy,25000000,17000000,10/25/2002,95,Paul Thomas Anderson,2,2,33,78,22,15,205,8,2002,https://image.tmdb.org/t/p/w500/vT2CXIsVKoGl0DZ8USwLWzEFznI.jpg
2004,188.9,0.027,1695,EuroTrip,Comedy,25000000,20796847,2/20/2004,93,Jeff Schaffer,16,8,6,45,25,7,104,8,2004,https://image.tmdb.org/t/p/w500/iLdO4PwbZCCQSa9rchZMwuJm9xe.jpg
2005,195.3,0.034,1696,The Greatest Game Ever Played,Drama,25000000,15431177,9/30/2005,120,Bill Paxton,12,2,14,55,6,0,19,8,2005,https://image.tmdb.org/t/p/w500/egn7jAF9fTca9YvBgbc30CrkU3E.jpg
2000,172.2,0.034,1698,The Next Best Thing,Comedy,25000000,24362772,3/3/2000,108,John Schlesinger,7,21,3,25,5,8,17,6.7,2000,https://image.tmdb.org/t/p/w500/iYK1ZUtY4etcn91glUmrGuZRH6M.jpg
2010,218.1,0.016,1699,My Soul to Take,Drama,25000000,19829957,10/8/2010,107,Wes Craven,5,8,0,25,20,26,90,7.4,2010,https://image.tmdb.org/t/p/w500/3dOFUWCue0ovlGpUhuEDmOikTPk.jpg
2004,188.9,0.027,1700,The Girl Next Door,Comedy,25000000,30411183,4/9/2004,108,Luke Greenfield,11,8,13,47,16,7,155,8.6,2004,https://image.tmdb.org/t/p/w500/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg
1999,166.6,0.022,1704,Angela's Ashes,Drama,25000000,13000000,12/25/1999,145,Alan Parker,12,5,15,54,5,3,13,7,1999,https://image.tmdb.org/t/p/w500/3Zzcys11nAPP14sKW9l97fIHhkK.jpg
2014,236.7,0.016,1705,Draft Day,Drama,25000000,28831145,4/11/2014,109,Ivan Reitman,12,4,17,54,21,6,46,6.7,2014,https://image.tmdb.org/t/p/w500/xBmz9TGjPpeErYdOHkAkr8folEM.jpg
2005,195.3,0.034,1707,Lords of Dogtown,Drama,25000000,13411957,6/3/2005,107,Catherine Hardwicke,16,3,16,56,9,5,42,7.8,2005,https://image.tmdb.org/t/p/w500/k2NiPfydLSwmk28C6qpvpJPuqtq.jpg
2011,224.9,0.032,1710,Warrior,Action,25000000,23057115,9/9/2011,140,Gavin O'Connor,5,1,29,71,30,11,431,8.6,2011,https://image.tmdb.org/t/p/w500/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg
1996,156.9,0.029,1711,Michael Collins,Drama,28000000,16900000,10/25/1996,132,Neil Jordan,7,2,11,60,2,1,20,7.5,1996,https://image.tmdb.org/t/p/w500/baEsjm8fMi51hDOFwwDQRekY9Xw.jpg
2008,215.3,0.038,1712,Stop-Loss,Drama,25000000,11207130,3/28/2008,113,Kimberly Peirce,13,2,20,61,10,12,37,6.7,2008,https://image.tmdb.org/t/p/w500/hsmZcNzPGnZwRgCKAfIr1JngYu5.jpg
2002,179.9,0.016,1713,Abandon,Drama,25000000,10719357,10/14/2002,99,Stephen Gaghan,7,12,7,36,5,4,3,4.9,2002,https://image.tmdb.org/t/p/w500/7zRmopB7pnveyhFaCRSMZMiGO0v.jpg
2012,229.6,0.021,1715,The Possession,Horror,14000000,85446075,8/30/2012,92,Ole Bornedal,16,5,5,45,54,15,245,8.6,2012,https://image.tmdb.org/t/p/w500/loZYdcmgvnonHtH0XH0RI7rm8iA.jpg
1996,156.9,0.029,1716,Mrs. Winterbourne,Comedy,25000000,10070000,4/19/1996,105,Richard Benjamin,10,8,3,35,2,0,2,7.5,1996,https://image.tmdb.org/t/p/w500/rbeJYRbGm99R0qtxRRC1KPubEpN.jpg
2011,224.9,0.032,1717,Straw Dogs,Drama,25000000,10324441,9/16/2011,110,Rod Lurie,12,9,8,45,28,6,27,5.9,2011,https://image.tmdb.org/t/p/w500/hSW5Msz5Cr6vUQxChPSPdxufnss.jpg
2009,214.5,-0.004,1719,The Road,Adventure,32000000,27635305,11/25/2009,111,John Hillcoat,6,1,26,64,60,22,251,7.5,2009,https://image.tmdb.org/t/p/w500/qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg
2009,214.5,-0.004,1726,Me and Orson Welles,Comedy,25000000,2336172,11/25/2009,114,Richard Linklater,4,0,26,73,8,1,18,7.4,2009,https://image.tmdb.org/t/p/w500/jU7KFn4O1HLgzj9WkkmBkzJNPlN.jpg
2013,233,0.015,1731,The Counselor,Thriller,25000000,71009334,10/25/2013,117,Ridley Scott,15,12,15,48,82,83,127,5.7,2013,https://image.tmdb.org/t/p/w500/aNiLkGnzVb5CorZHKk16w9S4COt.jpg
1988,118.3,0.041,1733,Dangerous Liaisons,Drama,14000000,34670720,12/16/1988,119,Stephen Frears,3,1,13,74,5,4,54,7.7,1988,https://image.tmdb.org/t/p/w500/7etDozwd9Pf5oCcyo4h1Hki6U13.jpg
1986,109.6,0.019,1735,Star Trek IV: The Voyage Home,Science,24000000,133000000,11/25/1986,119,Leonard Nimoy,2,1,14,71,11,0,54,7.9,1986,https://image.tmdb.org/t/p/w500/xY5TzGXJOB3L9rhZ1MbbPyVlW5J.jpg
2006,201.6,0.032,1736,Rocky Balboa,Drama,24000000,155721132,12/20/2006,102,Sylvester Stallone,13,0,23,63,41,22,337,8.3,2006,https://image.tmdb.org/t/p/w500/byBlJvZwCqgtIwrZNv0pyE974jC.jpg
1997,160.5,0.023,1737,Scream 2,Horror,24000000,172363301,12/9/1997,120,Wes Craven,9,0,13,63,44,17,474,8.7,1997,https://image.tmdb.org/t/p/w500/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg
2016,240,0.013,1738,Jane Got a Gun,Action,25000000,1397284,1/1/2016,98,Gavin O'Connor,12,0,5,49,32,11,18,5.4,2016,https://image.tmdb.org/t/p/w500/l5g8mqTWrudxBYXyB3B8cVSnxjp.jpg
2014,236.7,0.016,1739,Think Like a Man Too,Comedy,24000000,70181428,6/20/2014,105,Tim Story,13,13,4,38,7,17,10,4.1,2014,https://image.tmdb.org/t/p/w500/bsKfhf0y9Zx7h4j5GHu1JANpKwl.jpg
2000,172.2,0.034,1740,The Whole Nine Yards,Comedy,41300000,106371651,2/18/2000,98,Jonathan Lynn,19,5,8,47,24,6,153,8.7,2000,https://image.tmdb.org/t/p/w500/r4FvRHW1J9FAOnCYchZ7QanQ04e.jpg
1984,103.9,0.043,1741,Footloose,Drama,8200000,80035402,2/17/1984,107,Herbert Ross,2,6,4,42,6,0,5,6.9,1984,https://image.tmdb.org/t/p/w500/9JEDjBCXCx3eKTSkXwispf0UN3O.jpg
2003,184,0.023,1742,Old School,Comedy,24000000,87055349,2/21/2003,91,Todd Phillips,14,5,13,54,26,10,213,8.7,2003,https://image.tmdb.org/t/p/w500/nYtuwNHpEoIbTgS3aFPSEwZNN6l.jpg
1991,136.2,0.042,1743,The Fisher King,Comedy,24000000,41895491,9/9/1991,137,Terry Gilliam,2,1,6,61,9,1,89,8.7,1991,https://image.tmdb.org/t/p/w500/hwIYw22HmAUMobV4zsX69MgfVUz.jpg
1998,163,0.016,1744,I Still Know What You Did Last Summer,Horror,65000000,40002112,11/13/1998,100,Danny Cannon,4,15,0,21,25,26,24,4.9,1998,https://image.tmdb.org/t/p/w500/motBJIO921LFZkoGKCSbmSCVHBc.jpg
2000,172.2,0.034,1745,Return to Me,Romance,24000000,36609995,4/7/2000,115,Bonnie Hunt,14,2,17,54,2,0,12,8.5,2000,https://image.tmdb.org/t/p/w500/mtYZyZh7hSiTq3gAU0C8FlcMC5.jpg
2004,188.9,0.027,1748,Win a Date with Tad Hamilton!,Comedy,17000000,16980098,1/23/2004,95,Robert Luketic,25,0,10,52,4,5,85,9.1,2004,https://image.tmdb.org/t/p/w500/uVY9qtDib6rHEqSWsC8iek68u4C.jpg
1999,166.6,0.022,1749,Muppets from Space,Fantasy,24000000,16290976,7/14/1999,87,Tim Hill,13,2,9,53,2,0,2,7.3,1999,https://image.tmdb.org/t/p/w500/Aww9cF4uMsbald9ddhCYFoP4gBi.jpg
2000,172.2,0.034,1751,Ready to Rumble,Action,24000000,12372410,4/7/2000,107,Brian Robbins,6,18,2,23,3,9,70,8.7,2000,https://image.tmdb.org/t/p/w500/rGbMrCUh6eRiWKsHNf5kqgPoliZ.jpg
2011,224.9,0.032,1753,I Don't Know How She Does It,Romance,24000000,30551495,9/16/2011,89,Douglas McGrath,17,11,3,38,16,14,3,3.5,2011,https://image.tmdb.org/t/p/w500/4xNXSOd7y5WcfaDsDJHRTwTLakw.jpg
2010,218.1,0.016,1757,Faster,Crime,24000000,23081726,11/23/2010,98,"George Tillman, Jr.",12,5,7,44,44,11,63,6.6,2010,https://image.tmdb.org/t/p/w500/AsUeaXrhw4oscCSjUZ6heh1pVvd.jpg
2009,214.5,-0.004,1759,Zombieland,Comedy,23600000,102391382,10/7/2009,88,Ruben Fleischer,6,0,25,73,61,48,1024,8.6,2009,https://image.tmdb.org/t/p/w500/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg
1998,163,0.016,1760,The Waterboy,Comedy,23000000,185991646,11/6/1998,90,Frank Coraci,15,4,2,41,24,43,198,7.8,1998,https://image.tmdb.org/t/p/w500/miT42qWYC4D0n2mXNzJ9VfhheWW.jpg
1995,152.4,0.028,1762,Bad Boys,Action,19000000,141407024,4/7/1995,118,Michael Bay,13,6,5,41,52,16,385,8.7,1995,https://image.tmdb.org/t/p/w500/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
1991,136.2,0.042,1763,The Naked Gun 2½: The Smell of Fear,Comedy,23000000,86930411,6/28/1991,85,David Zucker,5,2,14,65,5,0,16,7.6,1991,https://image.tmdb.org/t/p/w500/v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg
2000,172.2,0.034,1764,Final Destination,Horror,23000000,53302314,3/16/2000,98,James Wong,10,14,4,36,59,18,438,8.6,2000,https://image.tmdb.org/t/p/w500/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg
2000,172.2,0.034,1766,Pitch Black,Thriller,23000000,53187659,2/18/2000,108,David Twohy,12,6,11,49,24,6,251,8.6,2000,https://image.tmdb.org/t/p/w500/oulNpuqYV6bseMbq2ynQ5F8hwtx.jpg
2013,233,0.015,1767,Her,Romance,23000000,47351251,12/18/2013,126,Spike Jonze,4,0,43,90,84,71,1405,8.6,2013,https://image.tmdb.org/t/p/w500/lEIaL12hSkqqe83kgADkbUqEnvk.jpg
2001,177.1,0.028,1768,Joy Ride,Mystery,23000000,36642838,10/5/2001,97,John Dahl,6,0,25,75,12,5,123,8.7,2001,https://image.tmdb.org/t/p/w500/1LVGjf1QWgkNNPQssZtuT1GYKoP.jpg
1987,113.6,0.037,1771,Jaws: The Revenge,Adventure,23000000,51881013,7/17/1987,89,Joseph Sargent,1,14,0,15,4,28,3,2.1,1987,https://image.tmdb.org/t/p/w500/ebYw9tR0iqBzDGA6HVBhtd2xJM3.jpg
1999,166.6,0.022,1772,The End of the Affair,Drama,23000000,10827816,12/3/1999,102,Neil Jordan,10,1,21,65,3,1,10,7.8,1999,https://image.tmdb.org/t/p/w500/xTp5cyp6qG0YTdI4AEz4ytjODOQ.jpg
2004,188.9,0.027,1776,Vanity Fair,Drama,23000000,16123851,9/1/2004,141,Mira Nair,22,3,16,53,9,3,7,5.8,2004,https://image.tmdb.org/t/p/w500/6GCjrrd1XIl8VSwjKo8c94LTwtd.jpg
1987,113.6,0.037,1779,Spaceballs,Comedy,22700000,38119483,6/24/1987,96,Mel Brooks,5,5,4,46,21,8,127,8.2,1987,https://image.tmdb.org/t/p/w500/aHNeKtkNnyQcietzi2cgiYL8sC9.jpg
1990,130.7,0.054,1781,Ghost,Fantasy,22000000,505000000,7/12/1990,127,Jerry Zucker,10,2,5,52,21,5,152,8.7,1990,https://image.tmdb.org/t/p/w500/w9RaPHov8oM5cnzeE27isnFMsvS.jpg
1998,163,0.016,1782,There's Something About Mary,Romance,23000000,369884651,7/15/1998,119,Bobby Farrelly,7,2,20,69,17,8,199,8.8,1998,https://image.tmdb.org/t/p/w500/g03pwohXHOI75InM3zraiaEGguO.jpg
1994,148.2,0.026,1783,The Santa Clause,Fantasy,22000000,189833357,11/10/1994,97,John Pasquin,6,0,7,57,22,1,52,7.6,1994,https://image.tmdb.org/t/p/w500/2yqaR8HJUQowx8agxEjWVmyBIqo.jpg
2002,179.9,0.016,1784,The Rookie,Drama,20000000,75597042,3/25/2002,127,John Lee Hancock,4,1,26,72,4,2,25,8.1,2002,https://image.tmdb.org/t/p/w500/sQ2TLmcYxuWNWn5QDNUc2UDQBW1.jpg
2007,207.3,0.029,1785,The Game Plan,Comedy,22000000,147880543,9/28/2007,110,Andy Fickman,13,6,4,44,21,18,37,6.3,2007,https://image.tmdb.org/t/p/w500/fcLFvIqCUrhY96mkSmr3okxaMEw.jpg
2001,177.1,0.028,1787,The Animal,Action,22000000,84772742,6/1/2001,84,Luke Greenfield,13,4,5,43,13,12,5,4.1,2001,https://image.tmdb.org/t/p/w500/oNxEXmKTZtECHs0bQbI6dQoXYMV.jpg
2014,236.7,0.016,1789,The Hundred-Foot Journey,Drama,22000000,88880821,8/6/2014,122,Lasse Hallström,19,1,16,55,29,5,69,7,2014,https://image.tmdb.org/t/p/w500/1vFhSr7INoulu18smHqicft05i8.jpg
1995,152.4,0.028,1790,The Net,Crime,22000000,110627965,7/28/1995,114,Irwin Winkler,8,5,9,51,12,2,41,8.3,1995,https://image.tmdb.org/t/p/w500/dtupntUFMD5iXBo8HLfALt2ET4R.jpg
2001,177.1,0.028,1791,I Am Sam,Drama,22000000,92542418,12/28/2001,132,Jessie Nelson,8,19,6,28,25,14,60,6.7,2001,https://image.tmdb.org/t/p/w500/wSgAn3zhgwuTOhhvvqcdxVqTLts.jpg
2014,236.7,0.016,1792,Son of God,Drama,22000000,67800064,2/28/2014,138,Christopher Spencer,15,8,2,37,19,64,38,4,2014,https://image.tmdb.org/t/p/w500/7xWa1p2qMn4rxGIvRDDebJrXMiI.jpg
2003,184,0.023,1793,Underworld,Fantasy,22000000,95708457,9/19/2003,121,Len Wiseman,15,10,9,42,46,25,471,8.8,2003,https://image.tmdb.org/t/p/w500/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg
2005,195.3,0.034,1794,Derailed,Drama,22000000,57479076,11/11/2005,108,Mikael Håfström,20,10,4,40,15,29,50,5.5,2005,https://image.tmdb.org/t/p/w500/bcCoOkwEBHUS5Y7Rm1u1oTLUHdb.jpg
2009,214.5,-0.004,1795,The Informant!,Drama,22000000,35424826,9/18/2009,108,Steven Soderbergh,12,0,25,66,35,51,77,5.2,2009,https://image.tmdb.org/t/p/w500/qqcmJrzVx3Yx3IcBpqrgb2SK1Rx.jpg
2005,195.3,0.034,1796,Deuce Bigalow: European Gigolo,Comedy,22000000,22400154,8/6/2005,83,Mike Bigelow,8,17,0,23,16,132,21,1.8,2005,https://image.tmdb.org/t/p/w500/yXdQ4UGDFCsPrynJOdIk20AYLus.jpg
2001,177.1,0.028,1798,Saving Silverman,Comedy,22000000,19351569,2/9/2001,90,Dennis Dugan,7,20,2,22,15,8,28,6.7,2001,https://image.tmdb.org/t/p/w500/w6eEJXYECpJnCNqDu4qDCLHvONe.jpg
2012,229.6,0.021,1799,Diary of a Wimpy Kid: Dog Days,Comedy,22000000,77112176,8/2/2012,94,David Bowers,12,2,8,54,13,10,38,6.6,2012,https://image.tmdb.org/t/p/w500/7pTvjELxw0f0E6sUPGtPEl4WD0S.jpg
2001,177.1,0.028,1800,Jay and Silent Bob Strike Back,Comedy,22000000,33788161,8/22/2001,104,Kevin Smith,10,8,13,51,23,14,191,8.5,2001,https://image.tmdb.org/t/p/w500/aEsAdMAhwKYFgnHHxMOknktQYKK.jpg
2001,177.1,0.028,1801,The Glass House,Drama,30000000,23619609,9/14/2001,106,Daniel Sackheim,6,7,4,34,8,45,8,2,2001,https://image.tmdb.org/t/p/w500/6z52uWRcOHte8NFte2gXK0ApBPM.jpg
2016,240,0.013,1802,"Hail, Caesar!",Comedy,22000000,63647656,2/5/2016,106,Joel Coen,11,1,38,72,151,83,233,6,2016,https://image.tmdb.org/t/p/w500/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg
2013,233,0.015,1803,Homefront,Action,22000000,43058898,11/27/2013,100,Gary Fleder,20,11,4,40,42,17,52,6.2,2013,https://image.tmdb.org/t/p/w500/v55tfjL3QGeabkXAMXPb4olwjL0.jpg
2015,237,0.001,1806,The Transporter Refueled,Thriller,25000000,72629670,9/3/2015,96,Camille Delamarre,8,13,3,32,35,38,29,4.7,2015,https://image.tmdb.org/t/p/w500/7FlegRMzzGUKHpEuXGGF5jOiA6G.jpg
1977,60.6,0.065,1811,Sorcerer,Action,22000000,12000000,6/24/1977,121,William Friedkin,6,0,7,68,0,0,3,,1977,https://image.tmdb.org/t/p/w500/2b7oexm173SF1FSEq0DdgxZZNRH.jpg
2010,218.1,0.016,1812,Stone,Drama,22000000,9479718,10/7/2010,105,John Curran,11,2,14,58,23,4,15,6.1,2010,https://image.tmdb.org/t/p/w500/mcdN6DntOAOtKNQKcRKnfFayFis.jpg
2013,233,0.015,1813,Out of the Furnace,Thriller,22000000,15400000,12/6/2013,116,Scott Cooper,16,1,23,63,46,9,143,7.4,2013,https://image.tmdb.org/t/p/w500/cOuQQ4eRpSBxb0G9OXzWE1pHPeq.jpg
1993,144.5,0.03,1819,Teenage Mutant Ninja Turtles III,Action,21000000,42000000,3/17/1993,96,Stuart Gillard,8,4,0,40,5,1,3,6.6,1993,https://image.tmdb.org/t/p/w500/fwX5RdPDBFsbEAXc46DrvRz5Bca.jpg
2007,207.3,0.029,1822,Freedom Writers,Crime,21000000,41170784,1/5/2007,123,Richard LaGravenese,9,0,20,64,19,1,60,7.9,2007,https://image.tmdb.org/t/p/w500/81AdeUQT99N0xPg3j6RVh0YGOTk.jpg
2002,179.9,0.016,1823,The Transporter,Action,21000000,43928932,10/2/2002,92,Louis Leterrier,12,4,11,51,43,4,267,8.6,2002,https://image.tmdb.org/t/p/w500/v3QIFUWgtVN4wejVuDZowuyJ20W.jpg
2008,215.3,0.038,1824,Never Back Down,Drama,20000000,41627431,3/4/2008,115,Jeff Wadlow,12,7,3,39,21,30,104,7.2,2008,https://image.tmdb.org/t/p/w500/8oRUTyP1QAtGDMvRpKZyuyFPG0U.jpg
1999,166.6,0.022,1825,The Rage: Carrie 2,Horror,21000000,17762705,3/11/1999,104,Katt Shea,11,7,3,42,50,63,41,4,1999,https://image.tmdb.org/t/p/w500/fiGEbHu1CzpTpo4fiAZqXlMJPle.jpg
2009,214.5,-0.004,1826,Away We Go,Drama,17000000,14899417,6/5/2009,98,Sam Mendes,11,3,19,58,13,13,62,6.9,2009,https://image.tmdb.org/t/p/w500/bcN8sdoAPZae2Et1klD0iWRdSnZ.jpg
2008,215.3,0.038,1827,Swing Vote,Drama,21000000,17600000,8/1/2008,120,Joshua Michael Stern,15,5,10,47,8,7,19,6.2,2008,https://image.tmdb.org/t/p/w500/590NPZbaL63cDkrRFwb5qOwAqqm.jpg
1999,166.6,0.022,1831,eXistenZ,Action,15000000,2856712,4/14/1999,97,David Cronenberg,6,2,21,68,15,84,53,3.4,1999,https://image.tmdb.org/t/p/w500/kETKF0JhdTPn1knci8CAdYL0d79.jpg
1981,90.9,0.103,1832,Raiders of the Lost Ark,Adventure,18000000,389925971,6/12/1981,115,Steven Spielberg,1,1,14,85,28,15,721,8.9,1981,https://image.tmdb.org/t/p/w500/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
1977,60.6,0.065,1834,Close Encounters of the Third Kind,Science,20000000,303788635,11/16/1977,135,Steven Spielberg,0,0,10,90,26,7,139,7.8,1977,https://image.tmdb.org/t/p/w500/yaPx3cK9zGFX3SbcKwxWM1QIbUh.jpg
2006,201.6,0.032,1835,Pulse,Horror,38000000,29907685,8/11/2006,90,Jim Sonzero,6,11,1,27,14,77,415,8.4,2006,https://image.tmdb.org/t/p/w500/11tOuxWiGFzL60bVwoiF9SSoMLc.jpg
1987,113.6,0.037,1836,Beverly Hills Cop II,Action,20000000,299965036,5/18/1987,100,Tony Scott,4,4,3,48,18,1,13,6.8,1987,https://image.tmdb.org/t/p/w500/egDakU8O5yUwpUJP9IMAUVtIDll.jpg
2003,184,0.023,1837,Bringing Down the House,Comedy,20000000,132675402,3/7/2003,105,Adam Shankman,14,10,7,39,9,3,10,6.5,2003,https://image.tmdb.org/t/p/w500/jic0ULHTcqQQaCSIEw6SAhHhIPA.jpg
1991,136.2,0.042,1838,The Silence of the Lambs,Crime,19000000,272742922,2/1/1991,119,Jonathan Demme,2,0,17,85,18,13,597,8.8,1991,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
1992,140.3,0.03,1839,Wayne's World,Music,20000000,121697323,2/14/1992,94,Penelope Spheeris,4,2,8,57,9,4,85,8.3,1992,https://image.tmdb.org/t/p/w500/nhQtlLVl2z5ywu2uDnXjVqi08On.jpg
1978,65.2,0.076,1841,Jaws 2,Horror,20000000,187884007,6/16/1978,116,Jeannot Szwarc,8,0,4,51,13,3,46,8.2,1978,https://image.tmdb.org/t/p/w500/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg
2008,215.3,0.038,1842,Beverly Hills Chihuahua,Adventure,20000000,149281606,10/3/2008,91,Raja Gosnell,8,8,6,41,13,38,20,4,2008,https://image.tmdb.org/t/p/w500/2aRvqtLoE06hTjG93lASvO7r1as.jpg
2013,233,0.015,1843,The Conjuring,Horror,13000000,318000141,7/18/2013,112,James Wan,8,1,26,68,98,51,960,8.2,2013,https://image.tmdb.org/t/p/w500/wVYREutTvI2tmxr6ujrHT704wGF.jpg
2005,195.3,0.034,1844,Are We There Yet?,Adventure,32000000,97918663,1/20/2005,95,Brian Levant,13,15,0,27,14,45,23,4.1,2005,https://image.tmdb.org/t/p/w500/guDkMD4wrZ1BGUO7DFFBVzaiGij.jpg
2014,236.7,0.016,1845,Tammy,Comedy,20000000,100525432,7/2/2014,97,Ben Falcone,15,14,7,39,46,101,24,3,2014,https://image.tmdb.org/t/p/w500/efsVMziwE9BNTDX5fNmYVA5oAzJ.jpg
2003,184,0.023,1846,School of Rock,Comedy,35000000,131282949,10/3/2003,108,Richard Linklater,4,0,37,82,42,16,350,8.5,2003,https://image.tmdb.org/t/p/w500/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg
