Year,Annual Average CPI(-U),Annual Percent Change,index,title,genre,budget,revenue,release_date,runtime,director,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore,release_year,Poster_URL
2005,195.3,0.034,160,Stealth,Action,135000000,76932943,7/28/2005,121,Rob Cohen,12,15,4,35,11,17,25,5.8,2005,https://image.tmdb.org/t/p/w500/eVmOkUrEIRm6DKusKbI1gVS8paQ.jpg
2009,214.5,-0.004,161,Watchmen,Action,130000000,185258983,3/5/2009,163,Zack Snyder,14,6,19,56,169,203,1655,8.1,2009,https://image.tmdb.org/t/p/w500/aVURelN3pM56lFM7Dgfs5TixcIf.jpg
1998,163,0.016,162,Lethal Weapon 4,Action,140000000,285444603,7/10/1998,127,Richard Donner,8,6,7,37,25,9,95,8.1,1998,https://image.tmdb.org/t/p/w500/cRm7ro9tfiHagQb8i3wO4F1CiuB.jpg
2003,184,0.023,163,Hulk,Drama,137000000,245360480,6/19/2003,138,Ang Lee,16,5,19,54,129,88,103,5.2,2003,https://image.tmdb.org/t/p/w500/qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg
2013,233,0.015,164,G.I. Joe: Retaliation,Adventure,130000000,371876278,3/26/2013,110,Jon M. Chu,14,10,7,41,148,66,88,5.2,2013,https://image.tmdb.org/t/p/w500/3rWIZMzTKcCtV0eHJ70Z4Ru659f.jpg
2005,195.3,0.034,165,Sahara,Action,130000000,119269486,4/6/2005,124,Breck Eisner,23,6,4,41,29,10,95,7.9,2005,https://image.tmdb.org/t/p/w500/kyY1onYxkKBDlJsheRsVbMaoQEM.jpg
2001,177.1,0.028,166,Final Fantasy: The Spirits Within,Adventure,137000000,85131830,7/2/2001,106,Hironobu Sakaguchi,12,6,10,49,27,24,76,6.3,2001,https://image.tmdb.org/t/p/w500/47b1EwFqqSWxYna7NtUM7iML4oT.jpg
1999,166.6,0.022,168,The World Is Not Enough,Adventure,135000000,361832400,11/8/1999,128,Michael Apted,17,2,19,57,40,8,50,6.5,1999,https://image.tmdb.org/t/p/w500/wCb2msgoZPK01WIqry24M4xsM73.jpg
2003,184,0.023,169,Master and Commander: The Far Side of the World,Adventure,150000000,212011111,11/14/2003,138,Peter Weir,7,1,34,81,20,63,169,6.4,2003,https://image.tmdb.org/t/p/w500/s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg
2012,229.6,0.021,170,The Twilight Saga: Breaking Dawn - Part 2,Adventure,120000000,829000000,11/13/2012,115,Bill Condon,18,3,10,52,113,171,157,4.8,2012,https://image.tmdb.org/t/p/w500/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg
2011,224.9,0.032,171,Happy Feet Two,Animation,130000000,150406466,11/17/2011,100,George Miller,14,4,7,50,43,17,32,5.4,2011,https://image.tmdb.org/t/p/w500/2gWiQ4mn85jcXtREVePlVViupeV.jpg
2008,215.3,0.038,172,The Incredible Hulk,Science,150000000,163712074,6/12/2008,114,Louis Leterrier,14,0,24,61,222,58,651,7.2,2008,https://image.tmdb.org/t/p/w500/gKzYx79y0AQTL4UAk1cBQJ3nvrm.jpg
2015,237,0.001,174,The Revenant,Western,135000000,532950503,12/25/2015,156,Alejandro Gonz,8,1,41,76,174,96,1396,8,2015,https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg
2013,233,0.015,175,Turbo,Animation,135000000,282570682,7/11/2013,96,David Soren,12,1,17,58,54,18,64,6.2,2013,https://image.tmdb.org/t/p/w500/inTKQni4YW8syrfgnXHwzmNeSo4.jpg
2011,224.9,0.032,176,Rango,Animation,135000000,245724603,3/2/2011,107,Gore Verbinski,4,1,30,75,81,50,525,7.6,2011,https://image.tmdb.org/t/p/w500/vGujQOfGIaZx5UWxf9JdNEOxl7B.jpg
2014,236.7,0.016,177,Penguins of Madagascar,Family,132000000,373552094,11/22/2014,92,Eric Darnell,13,4,14,53,62,23,99,6.5,2014,https://image.tmdb.org/t/p/w500/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg
2007,207.3,0.029,178,The Bourne Ultimatum,Action,70000000,442824138,8/3/2007,115,Paul Greengrass,2,0,36,85,59,120,662,7.6,2007,https://image.tmdb.org/t/p/w500/15rMz5MRXFp7CP4VxhjYw4y0FUn.jpg
2008,215.3,0.038,179,Kung Fu Panda,Adventure,130000000,631744560,6/4/2008,90,Mark Osborne,5,0,28,73,39,13,475,8.3,2008,https://image.tmdb.org/t/p/w500/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg
2015,237,0.001,180,Ant-Man,Science,130000000,519311965,7/14/2015,117,Peyton Reed,15,1,28,64,191,70,1614,8.1,2015,https://image.tmdb.org/t/p/w500/rQRnQfUl3kfp78nCWq8Ks04vnq1.jpg
2013,233,0.015,181,The Hunger Games: Catching Fire,Adventure,130000000,847423452,11/15/2013,146,Francis Lawrence,5,0,44,76,123,98,1216,7.9,2013,https://image.tmdb.org/t/p/w500/xLOTc1DEMJseC2rGCk88Bjggg06.jpg
2015,237,0.001,182,Home,Fantasy,135000000,368871007,3/18/2015,94,Tim Johnson,19,2,10,55,64,42,187,7.1,2015,https://image.tmdb.org/t/p/w500/usFenYnk6mr8C62dB1MoAfSWMGR.jpg
2005,195.3,0.034,183,War of the Worlds,Adventure,132000000,591739379,6/28/2005,116,Steven Spielberg,6,1,33,73,153,182,768,7.4,2005,https://image.tmdb.org/t/p/w500/6Biy7R9LfumYshur3YKhpj56MpB.jpg
2003,184,0.023,184,Bad Boys II,Adventure,130000000,273339556,7/18/2003,147,Michael Bay,12,13,9,38,235,151,110,4,2003,https://image.tmdb.org/t/p/w500/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg
2011,224.9,0.032,185,Puss in Boots,Action,130000000,554987477,10/28/2011,90,Chris Miller,7,1,16,65,67,16,221,7.2,2011,https://image.tmdb.org/t/p/w500/7a5Jzjr9TmffGy76y1SZhn3sCiz.jpg
2010,218.1,0.016,186,Salt,Action,110000000,293329073,7/21/2010,100,Phillip Noyce,11,2,29,65,157,51,267,6.5,2010,https://image.tmdb.org/t/p/w500/71JObQnwxUbBSfsHltnb6u9dGmf.jpg
2014,236.7,0.016,187,Noah,Drama,125000000,362637473,3/20/2014,139,Darren Aronofsky,11,1,34,68,196,237,341,5.4,2014,https://image.tmdb.org/t/p/w500/trtD17IqSWV9Nbn4OILztc9GuCX.jpg
2008,215.3,0.038,190,Australia,Drama,130000000,49554002,11/18/2008,165,Baz Luhrmann,19,4,15,53,42,33,144,6.9,2008,https://image.tmdb.org/t/p/w500/tFQpccGMTWe24eWxK5U9rb7tK3M.jpg
2013,233,0.015,191,After Earth,Science,130000000,243843127,5/30/2013,100,M. Night Shyamalan,17,20,4,33,163,314,137,3.9,2013,https://image.tmdb.org/t/p/w500/iXMvYIlzzJBs352CfeiQcBvovZt.jpg
2000,172.2,0.034,192,Dinosaur,Animation,127500000,354248063,5/19/2000,82,Ralph Zondag,12,5,15,56,27,2,45,7.4,2000,https://image.tmdb.org/t/p/w500/rSje3FS7ycJSglowlngjsvDt7vO.jpg
2014,236.7,0.016,193,Night at the Museum: Secret of the Tomb,Adventure,127000000,349424282,12/17/2014,97,Shawn Levy,14,9,10,47,72,19,59,6,2014,https://image.tmdb.org/t/p/w500/xwgy305K6qDs3D20xUO4OZu1HPY.jpg
2013,233,0.015,196,R.I.P.D.,Fantasy,130000000,61648500,7/18/2013,96,Robert Schwentke,5,22,0,25,96,109,82,4.7,2013,https://image.tmdb.org/t/p/w500/rS0kByPD4YF8pQ85KjzMdGiu7Xf.jpg
2003,184,0.023,197,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,140000000,655011224,7/9/2003,143,Gore Verbinski,12,3,25,63,37,24,850,8.7,2003,https://image.tmdb.org/t/p/w500/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg
2014,236.7,0.016,198,The Hunger Games: Mockingjay - Part 1,Science,125000000,752100229,11/18/2014,123,Francis Lawrence,15,2,29,64,286,138,513,6.3,2014,https://image.tmdb.org/t/p/w500/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg
2006,201.6,0.032,199,The Da Vinci Code,Thriller,125000000,767820459,5/17/2006,149,Ron Howard,24,7,9,46,132,146,286,5.9,2006,https://image.tmdb.org/t/p/w500/9ejKfNk0LBhSI9AahH4f9NJNZNM.jpg
2011,224.9,0.032,202,Fast Five,Action,125000000,626137675,4/20/2011,130,Justin Lin,10,2,29,66,94,41,482,7.4,2011,https://image.tmdb.org/t/p/w500/gEfQjjQwY7fh5bI4GlG0RrBu7Pz.jpg
2010,218.1,0.016,204,Clash of the Titans,Adventure,125000000,232713139,4/1/2010,106,Louis Leterrier,15,13,9,39,176,138,136,4.9,2010,https://image.tmdb.org/t/p/w500/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg
1990,130.7,0.054,205,Total Recall,Action,65000000,261317921,6/1/1990,113,Paul Verhoeven,4,2,11,57,23,8,330,8.8,1990,https://image.tmdb.org/t/p/w500/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg
1999,166.6,0.022,206,The 13th Warrior,Adventure,160000000,61698899,8/27/1999,102,John McTiernan,14,7,6,42,17,0,34,7.6,1999,https://image.tmdb.org/t/p/w500/pj1IQQ7ajwaOrjjTCxyM1L4mSnX.jpg
2012,229.6,0.021,207,The Bourne Legacy,Action,130000000,276572938,8/8/2012,120,Tony Gilroy,15,3,24,61,183,45,199,6.1,2012,https://image.tmdb.org/t/p/w500/1aExL5DTGHj25ZfIC3dDwS84RWi.jpg
1997,160.5,0.023,208,Batman & Robin,Action,125000000,238207122,6/20/1997,125,Joel Schumacher,9,11,1,28,91,357,389,5.6,1997,https://image.tmdb.org/t/p/w500/cGRDufDDSrFrv7VI4YnmWnslne0.jpg
2000,172.2,0.034,209,How the Grinch Stole Christmas,Family,123000000,345141403,11/17/2000,104,Ron Howard,10,8,11,46,63,21,100,6.6,2000,https://image.tmdb.org/t/p/w500/AmUs3hximCKa90sHuIRr5Bz8ci5.jpg
2004,188.9,0.027,210,The Day After Tomorrow,Action,125000000,544272402,5/26/2004,124,Roland Emmerich,16,6,16,47,88,26,142,6.7,2004,https://image.tmdb.org/t/p/w500/Wr4HeYQRvwVCxzOV5TmGE7UkXq.jpg
2000,172.2,0.034,211,Mission: Impossible II,Adventure,125000000,546388105,5/24/2000,123,John Woo,14,3,23,59,159,33,361,7.8,2000,https://image.tmdb.org/t/p/w500/tclJjRHkcva6Y69RhXi4dSpJowT.jpg
2012,229.6,0.021,214,Life of Pi,Adventure,120000000,609016565,11/20/2012,127,Ang Lee,7,0,37,79,95,62,703,7.9,2012,https://image.tmdb.org/t/p/w500/iLgRu4hhSr6V1uManX6ukDriiSc.jpg
2007,207.3,0.029,215,Ghost Rider,Thriller,110000000,228738393,2/16/2007,114,Mark Steven Johnson,9,10,1,35,115,235,113,3.7,2007,https://image.tmdb.org/t/p/w500/1KyJfmgCo2dUywUxpk6bGMZbyeZ.jpg
2016,240,0.013,216,Jason Bourne,Action,120000000,415484914,7/27/2016,123,Paul Greengrass,26,5,19,58,174,51,246,6.4,2016,https://image.tmdb.org/t/p/w500/xA7N41glw17MBQtcWSm2eBlBRuG.jpg
2003,184,0.023,217,Charlie's Angels: Full Throttle,Action,120000000,259175788,6/27/2003,106,McG,18,9,12,48,34,18,26,5.4,2003,https://image.tmdb.org/t/p/w500/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg
2002,179.9,0.016,219,Stuart Little 2,Family,120000000,169956806,7/19/2002,78,Rob Minkoff,5,3,21,66,18,4,31,6.7,2002,https://image.tmdb.org/t/p/w500/iloXmNMrOtZoKfbTkHoBLXtpYNz.jpg
2013,233,0.015,220,Elysium,Science,115000000,286140700,8/7/2013,109,Neill Blomkamp,17,4,26,61,252,98,928,7.6,2013,https://image.tmdb.org/t/p/w500/aRjuJuPXHtVs6YegfeeQWXGRs1E.jpg
2004,188.9,0.027,221,The Chronicles of Riddick,Action,105000000,115772733,6/11/2004,119,David Twohy,20,11,3,38,41,16,175,7.7,2004,https://image.tmdb.org/t/p/w500/bVO1r90diKfFLzvZ5D3qK6Z558O.jpg
2008,215.3,0.038,223,Speed Racer,Action,120000000,93945766,5/9/2008,135,Lilly Wachowski,14,15,8,37,34,59,359,7.9,2008,https://image.tmdb.org/t/p/w500/x800OyHuJ9JDuhHLtdPLkH1vBjw.jpg
2010,218.1,0.016,224,How Do You Know,Comedy,120000000,48668907,12/17/2010,121,James L. Brooks,17,7,14,46,23,35,19,4.2,2010,https://image.tmdb.org/t/p/w500/jbOnp79eUZxQHgcdnTIRlxel1dE.jpg
2010,218.1,0.016,225,Knight and Day,Action,117000000,261930431,6/15/2010,109,James Mangold,14,9,15,46,92,33,137,6.4,2010,https://image.tmdb.org/t/p/w500/phhp52CZZJiGYmiOTp9ZBDkGHB3.jpg
2013,233,0.015,226,Oblivion,Action,120000000,286168572,4/10/2013,124,Joseph Kosinski,21,2,18,54,269,88,740,7,2013,https://image.tmdb.org/t/p/w500/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg
2005,195.3,0.034,227,Star Wars: Episode III - Revenge of the Sith,Science,113000000,850000000,5/17/2005,140,George Lucas,11,1,28,68,265,150,1434,7.7,2005,https://image.tmdb.org/t/p/w500/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg
2002,179.9,0.016,228,Star Wars: Episode II - Attack of the Clones,Adventure,120000000,649398328,5/15/2002,142,George Lucas,18,5,16,54,464,231,591,6,2002,https://image.tmdb.org/t/p/w500/oZNPzxqM2s5DyVWab09NTQScDQt.jpg
2001,177.1,0.028,229,"Monsters, Inc.",Animation,115000000,562816256,11/1/2001,92,Pete Docter,4,0,30,78,24,6,546,8.7,2001,https://image.tmdb.org/t/p/w500/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg
2013,233,0.015,230,The Wolverine,Action,120000000,415440673,7/23/2013,126,James Mangold,19,1,26,61,265,100,604,6.7,2013,https://image.tmdb.org/t/p/w500/xNi8daRmN4XY8rXHd4rwLbJf1cU.jpg
1999,166.6,0.022,231,Star Wars: Episode I - The Phantom Menace,Adventure,115000000,924317558,5/19/1999,136,George Lucas,15,6,15,51,576,241,686,6.1,1999,https://image.tmdb.org/t/p/w500/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg
2013,233,0.015,232,The Croods,Adventure,135000000,585178928,3/20/2013,98,Chris Sanders,14,2,14,55,63,28,217,7,2013,https://image.tmdb.org/t/p/w500/hkjPDCe6qmPcrkinqTgv0ygcrHg.jpg
2002,179.9,0.016,234,Windtalkers,Drama,115000000,77628265,6/14/2002,134,John Woo,19,2,14,51,14,5,16,6,2002,https://image.tmdb.org/t/p/w500/547q4HXlvEcS06lujfb2yzsTP3H.jpg
2016,240,0.013,235,The Huntsman: Winter's War,Action,115000000,164602163,4/6/2016,114,Cedric Nicolas-Troyan,24,15,2,35,85,45,58,5.2,2016,https://image.tmdb.org/t/p/w500/cjAGYsTPmmhZOwzrgon0Drpu43K.jpg
2014,236.7,0.016,236,Teenage Mutant Ninja Turtles,Science,125000000,477200000,8/7/2014,101,Jonathan Liebesman,17,15,1,31,187,205,235,5.1,2014,https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg
1997,160.5,0.023,238,Dante's Peak,Action,116000000,178127760,2/7/1997,108,Roger Donaldson,8,7,6,43,25,12,25,5.9,1997,https://image.tmdb.org/t/p/w500/chApdYLprUhuAVpeBXn2Ytytyo6.jpg
2016,240,0.013,239,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,135000000,245623848,6/1/2016,112,Dave Green,16,10,4,40,111,81,150,5.7,2016,https://image.tmdb.org/t/p/w500/euVaCiCWz3AALcQXHT6aUqdGUo6.jpg
2015,237,0.001,240,Fantastic Four,Action,120000000,167977596,8/5/2015,100,Josh Trank,18,21,1,27,176,627,109,2.6,2015,https://image.tmdb.org/t/p/w500/oeMpEsjmiT9PEJbRM1Fm7TZ1dE0.jpg
2015,237,0.001,242,San Andreas,Action,110000000,470490832,5/27/2015,114,Brad Peyton,18,12,12,43,172,85,172,5.6,2015,https://image.tmdb.org/t/p/w500/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg
1997,160.5,0.023,243,Tomorrow Never Dies,Adventure,110000000,333011068,12/11/1997,119,Roger Spottiswoode,17,4,17,52,38,3,91,7.7,1997,https://image.tmdb.org/t/p/w500/gZm002w7q9yLOkltxT76TWGfdZX.jpg
2000,172.2,0.034,244,The Patriot,Drama,110000000,215294342,6/28/2000,165,Roland Emmerich,11,1,23,63,28,15,90,6.8,2000,https://image.tmdb.org/t/p/w500/fWZd815QxUCUcrWQZwUkAp9ljG.jpg
2004,188.9,0.027,245,Ocean's Twelve,Thriller,110000000,362744280,12/9/2004,125,Steven Soderbergh,8,5,26,58,89,32,155,7,2004,https://image.tmdb.org/t/p/w500/Ad55M8newGWemFWCsMAkxO3fDwl.jpg
2005,195.3,0.034,246,Mr. & Mrs. Smith,Action,110000000,478207520,6/7/2005,120,Doug Liman,15,5,21,55,89,47,497,8.4,2005,https://image.tmdb.org/t/p/w500/wzIO3ytxeSNt1wRpXLIdkNbGoDm.jpg
2004,188.9,0.027,248,The Aviator,Drama,116000000,102000000,12/17/2004,170,Martin Scorsese,5,0,36,77,37,12,408,8.6,2004,https://image.tmdb.org/t/p/w500/lx4kWcZc3o9PaNxlQpEJZM17XUI.jpg
2010,218.1,0.016,249,Gulliver's Travels,Comedy,112000000,237382724,12/25/2010,85,Rob Letterman,12,14,6,33,41,37,24,4.4,2010,https://image.tmdb.org/t/p/w500/tazLyiF4q2w07jXjg4z4CQZgvY.jpg
2011,224.9,0.032,250,The Green Hornet,Action,120000000,227817248,1/12/2011,119,Michel Gondry,17,12,10,39,149,77,296,6.8,2011,https://image.tmdb.org/t/p/w500/1YrRviphr3eXPus9iHyQX56QgIE.jpg
2014,236.7,0.016,251,300: Rise of an Empire,Action,110000000,337580051,3/5/2014,102,Noam Murro,13,9,12,48,195,112,297,6,2014,https://image.tmdb.org/t/p/w500/wYDdWN1McB1Sio4z1dPSkb40Z78.jpg
2011,224.9,0.032,252,The Smurfs,Animation,110000000,563749323,7/29/2011,103,Raja Gosnell,10,11,1,30,69,107,65,4.4,2011,https://image.tmdb.org/t/p/w500/vRhnslP2gW0QDym7BsMeSuioUfK.jpg
2004,188.9,0.027,253,Home on the Range,Animation,110000000,103951461,4/2/2004,76,Will Finn,19,3,8,50,22,13,26,5.8,2004,https://image.tmdb.org/t/p/w500/9xIIo4FMquy5SRqn8hppyr2QadR.jpg
2013,233,0.015,256,The Smurfs 2,Fantasy,105000000,347434178,7/30/2013,105,Raja Gosnell,16,13,1,34,34,84,33,3.7,2013,https://image.tmdb.org/t/p/w500/tmjvgbEH4BKYFfHmWXjXrHgi8wT.jpg
1997,160.5,0.023,257,Speed 2: Cruise Control,Action,160000000,164508066,6/13/1997,121,Jan de Bont,7,14,1,23,16,81,18,2.4,1997,https://image.tmdb.org/t/p/w500/gnK1ocpwUTj24zAktzomOJsD2bu.jpg
2007,207.3,0.029,259,Live Free or Die Hard,Action,110000000,383531464,6/20/2007,128,Len Wiseman,6,0,28,69,65,69,320,6.9,2007,https://image.tmdb.org/t/p/w500/wplG0vWnpnzkIBDxBhTfIygqfoK.jpg
2001,177.1,0.028,260,The Lord of the Rings: The Fellowship of the Ring,Adventure,93000000,871368364,12/18/2001,178,Peter Jackson,1,0,33,92,50,59,1816,9.1,2001,https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
2004,188.9,0.027,261,Around the World in 80 Days,Action,110000000,72178895,6/16/2004,120,Frank Coraci,13,10,10,49,36,6,17,5.9,2004,https://image.tmdb.org/t/p/w500/pwYJWmZcbxFc1uGZTcPMNbZxMkw.jpg
2001,177.1,0.028,262,Ali,Drama,107000000,87713825,12/11/2001,157,Michael Mann,14,0,25,65,22,3,35,6.7,2001,https://image.tmdb.org/t/p/w500/egzfj0JpgrVfpMXF4tfHpzEYM70.jpg
2004,188.9,0.027,263,"I, Robot",Action,120000000,347234916,7/15/2004,115,Alex Proyas,18,1,19,59,56,17,331,8.2,2004,https://image.tmdb.org/t/p/w500/efwv6F2lGaghjPpBRSINHtoEiZB.jpg
2005,195.3,0.034,264,Kingdom of Heaven,Drama,130000000,211643158,5/3/2005,144,Ridley Scott,14,1,25,63,44,18,250,8.1,2005,https://image.tmdb.org/t/p/w500/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg
1999,166.6,0.022,265,Stuart Little,Animation,133000000,300135367,12/17/1999,84,Rob Minkoff,7,3,22,61,34,7,45,6.7,1999,https://image.tmdb.org/t/p/w500/jwydlxxLPVxM5uCfJybEsANzvvg.jpg
2005,195.3,0.034,268,The Island,Action,126000000,162949164,7/20/2005,136,Michael Bay,21,4,13,50,78,34,520,8.6,2005,https://image.tmdb.org/t/p/w500/n4HyHxnKCJG8SbqeLEK1nU5JbIR.jpg
2000,172.2,0.034,270,Gone in Sixty Seconds,Action,90000000,237202299,6/9/2000,118,Dominic Sena,13,17,4,35,29,18,227,8.6,2000,https://image.tmdb.org/t/p/w500/lFsJJjnGcNhewSIM9XBTaHsI2et.jpg
2000,172.2,0.034,271,Gladiator,Action,103000000,457640427,5/1/2000,155,Ridley Scott,12,1,33,67,45,17,788,8.9,2000,https://image.tmdb.org/t/p/w500/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg
2002,179.9,0.016,272,Minority Report,Action,102000000,358372926,6/20/2002,145,Steven Spielberg,3,0,34,80,36,57,313,7,2002,https://image.tmdb.org/t/p/w500/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg
2002,179.9,0.016,273,Harry Potter and the Chamber of Secrets,Adventure,100000000,876688482,11/13/2002,161,Chris Columbus,11,1,23,63,110,72,542,7.2,2002,https://image.tmdb.org/t/p/w500/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg
2006,201.6,0.032,274,Casino Royale,Adventure,150000000,599045960,11/14/2006,144,Martin Campbell,3,0,43,80,71,92,1190,8.5,2006,https://image.tmdb.org/t/p/w500/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg
2001,177.1,0.028,275,Planet of the Apes,Thriller,100000000,362211740,7/25/2001,119,Tim Burton,16,3,15,50,83,69,57,4.9,2001,https://image.tmdb.org/t/p/w500/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg
1991,136.2,0.042,276,Terminator 2: Judgment Day,Action,100000000,520000000,7/1/1991,137,James Cameron,3,1,18,75,26,30,956,9.1,1991,https://image.tmdb.org/t/p/w500/5M0j0B18abtBI5gi2RhfjjurTqb.jpg
2009,214.5,-0.004,277,Public Enemies,History,80000000,214104620,7/1/2009,140,Michael Mann,11,0,24,70,91,52,310,7.2,2009,https://image.tmdb.org/t/p/w500/erUgdWnscRoNKbh61qyVk0U8Bqb.jpg
2007,207.3,0.029,278,American Gangster,Drama,100000000,266465037,11/2/2007,157,Ridley Scott,3,0,35,76,58,26,311,7.5,2007,https://image.tmdb.org/t/p/w500/sX9idXDqRUxE5ffww3n3RV5gL55.jpg
1994,148.2,0.026,279,True Lies,Action,115000000,378882411,7/14/1994,141,James Cameron,6,1,10,63,27,7,224,8.7,1994,https://image.tmdb.org/t/p/w500/pweFTnzzTfGK68woSVkiTgjLzWm.jpg
2009,214.5,-0.004,280,The Taking of Pelham 1 2 3,Thriller,100000000,150166126,6/11/2009,106,Tony Scott,11,4,19,55,63,23,83,6.4,2009,https://image.tmdb.org/t/p/w500/bNbyjzhzJVadpWIQPb57ddWWdWI.jpg
2010,218.1,0.016,281,Little Fockers,Comedy,100000000,310650585,12/21/2010,98,Paul Weitz,13,19,0,27,81,86,203,6.8,2010,https://image.tmdb.org/t/p/w500/90mwPRNMmX9RUGVgKMJMJNQnYX8.jpg
2010,218.1,0.016,282,The Other Guys,Action,100000000,170432927,8/6/2010,107,Adam McKay,13,0,22,64,103,43,284,6.8,2010,https://image.tmdb.org/t/p/w500/wNEHNqo3MgHmj3BUiPSqqq5czcm.jpg
1996,156.9,0.029,283,Eraser,Action,100000000,242295562,6/21/1996,115,Chuck Russell,6,2,10,56,16,3,41,7.8,1996,https://image.tmdb.org/t/p/w500/1FUV5ZmEkbxvqwQW0az4tFFOSmo.jpg
2012,229.6,0.021,284,Django Unchained,Drama,100000000,425368238,12/25/2012,165,Quentin Tarantino,5,0,37,81,117,82,2024,8.6,2012,https://image.tmdb.org/t/p/w500/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg
1996,156.9,0.029,285,The Hunchback of Notre Dame,Drama,100000000,100138851,6/21/1996,91,Gary Trousdale,5,0,23,74,0,0,20,8.5,1996,https://image.tmdb.org/t/p/w500/hImMgT9B27evYSRmfztqdDtX6qi.jpg
2000,172.2,0.034,286,The Emperor's New Groove,Adventure,100000000,169327687,12/9/2000,78,Mark Dindal,5,0,23,70,15,4,169,8.6,2000,https://image.tmdb.org/t/p/w500/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg
2012,229.6,0.021,287,The Expendables 2,Action,100000000,312573423,8/8/2012,103,Simon West,15,2,11,51,130,40,324,7.1,2012,https://image.tmdb.org/t/p/w500/4EBO8aIeP2bF1jGpwbuRS4CFMca.jpg
2004,188.9,0.027,288,National Treasure,Adventure,100000000,347451894,11/19/2004,131,Jon Turteltaub,15,13,7,39,59,17,128,6.9,2004,https://image.tmdb.org/t/p/w500/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg
2006,201.6,0.032,289,Eragon,Fantasy,100000000,249288105,12/14/2006,104,Stefen Fangmeier,16,8,5,38,65,208,70,3.4,2006,https://image.tmdb.org/t/p/w500/mNu6QLUnKqPIjRA3pgEb5dkJye6.jpg
2009,214.5,-0.004,290,Where the Wild Things Are,Family,100000000,100086793,10/16/2009,101,Spike Jonze,14,0,23,71,60,102,240,6.5,2009,https://image.tmdb.org/t/p/w500/sDFV9VEjwTUWF1s5sjOllsb70jk.jpg
2013,233,0.015,291,Epic,Animation,100000000,268426634,5/15/2013,102,Chris Wedge,16,4,10,52,74,17,86,6.3,2013,https://image.tmdb.org/t/p/w500/81cSsWzjTfR3cJSqnTiHwy1eyPK.jpg
2010,218.1,0.016,292,The Tourist,Action,100000000,278731369,12/8/2010,103,Florian Henckel von Donnersmarck,22,11,4,37,102,59,135,6.3,2010,https://image.tmdb.org/t/p/w500/oXe1nw4HcS32YVpvxwsWEVdvEXA.jpg
1999,166.6,0.022,293,End of Days,Action,100000000,211989043,11/24/1999,121,Peter Hyams,13,16,4,33,20,9,106,8.5,1999,https://image.tmdb.org/t/p/w500/pY8FbKKl3VD0jRI1iDFrwN6alLa.jpg
2006,201.6,0.032,294,Blood Diamond,Drama,100000000,170877916,12/7/2006,143,Edward Zwick,13,2,24,64,39,16,531,8.7,2006,https://image.tmdb.org/t/p/w500/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg
2013,233,0.015,295,The Wolf of Wall Street,Crime,100000000,392000694,12/25/2013,180,Martin Scorsese,10,2,35,75,139,423,1446,6.8,2013,https://image.tmdb.org/t/p/w500/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg
1997,160.5,0.023,297,Starship Troopers,Adventure,105000000,121214377,11/6/1997,129,Paul Verhoeven,10,3,7,51,24,16,378,8.8,1997,https://image.tmdb.org/t/p/w500/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg
2012,229.6,0.021,298,Cloud Atlas,Drama,102000000,130482868,10/26/2012,172,Tom Tykwer,20,4,21,55,107,77,869,8.3,2012,https://image.tmdb.org/t/p/w500/mxcvshnizr7frjN8WMKPQRJ3LmY.jpg
